param1_alpha1,param2_alpha2,param3_alpha3,custo_total,maior_autovalor_abs
0.6000000000000001,0.40000000000000013,0.40000000000000013,16.144584627561375,0.9491860870865353
0.6000000000000001,0.40000000000000013,0.6000000000000001,16.144589476784326,0.9491860870865353
0.6000000000000001,0.40000000000000013,0.8,16.144594264364986,0.9491860870865353
0.6000000000000001,0.40000000000000013,1.0,16.144598989963065,0.9491860870865353
0.40000000000000013,-0.3999999999999999,-1.0,16.14471259348397,0.9491860870865353
0.40000000000000013,-0.3999999999999999,-0.8,16.14471874055412,0.9491860870865353
0.40000000000000013,-0.3999999999999999,-0.6,16.144724829382497,0.9491860870865353
0.40000000000000013,-0.3999999999999999,-0.3999999999999999,16.144730859598127,0.9491860870865353
0.40000000000000013,-0.3999999999999999,-0.19999999999999996,16.14473683083212,0.9491860870865353
0.40000000000000013,-0.3999999999999999,0.0,16.144742742717728,0.9491860870865353
0.40000000000000013,-0.3999999999999999,0.20000000000000018,16.144748594890274,0.9491860870865353
0.40000000000000013,-0.3999999999999999,0.40000000000000013,16.144754386987312,0.9491860870865353
0.40000000000000013,-0.3999999999999999,0.6000000000000001,16.144760118648488,0.9491860870865353
0.40000000000000013,-0.3999999999999999,0.8,16.14476578951572,0.9491860870865353
0.40000000000000013,-0.3999999999999999,1.0,16.144771399233086,0.9491860870865353
0.6000000000000001,0.6000000000000001,-1.0,16.144991362049097,0.9491860870865353
0.6000000000000001,0.6000000000000001,-0.8,16.144996542022007,0.9491860870865353
0.6000000000000001,0.6000000000000001,-0.6,16.1450016625251,0.9491860870865353
